status,method,sequence_length,decode_tokens,generated_token_ids,prefill_wall_ms,prefill_cuda_ms,decode_first_step_wall_ms,decode_first_step_cuda_ms,decode_steady_wall_mean_ms,decode_steady_cuda_mean_ms,decode_steady_cuda_p50_ms,decode_steady_cuda_p95_ms,decode_end_to_end_wall_ms,decode_end_to_end_ms_per_token,decode_tokens_per_second,prefill_peak_gpu_allocated_gib,prefill_peak_gpu_reserved_gib,decode_peak_gpu_allocated_gib,decode_peak_gpu_reserved_gib,cache_gpu_gib,cache_cpu_gib,cache_total_gib,cache_gpu_tensors,cache_cpu_tensors,theoretical_cache_gib,cache_ratio,h2d_tensor_copies,h2d_gib,d2h_tensor_copies,d2h_gib,cpu_rss_before_gib,cpu_rss_after_gib,cpu_rss_delta_gib,trial,resident_head_blocks
ok,resident,9216,32,"[8, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220]",1183.8618023321033,1183.8751220703125,123.89400089159608,123.89170837402344,109.72837447188795,109.72596588134766,114.41250991821289,115.29175071716308,3417.9980480112135,110.25800154874882,9.113613099394827,15.481187343597412,15.845703125,14.2540864944458,15.8671875,0.008818626403808594,0.48502445220947266,0.49384307861328125,4,220,0.49384307861328125,1.0,6944,15.282660961151123,7164,15.767685413360596,1.9863471984863281,1.9863471984863281,0.0,11,0
ok,resident,9216,32,"[8, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220]",1214.2258761450648,1214.2469482421875,124.61987510323524,124.61772918701172,110.5312882301708,110.5288314819336,114.46996688842773,115.58491592407226,3442.8073042072356,111.05830013571727,9.047413119204597,15.481187343597412,15.845703125,14.2540864944458,15.8671875,0.008818626403808594,0.48502445220947266,0.49384307861328125,4,220,0.49384307861328125,1.0,6944,15.282660961151123,7164,15.767685413360596,1.9863471984863281,1.9863471984863281,0.0,12,0
ok,resident,9216,32,"[8, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220]",1190.1759561151266,1190.18994140625,137.35178019851446,137.34912109375,110.63497432818015,110.63225428263347,114.39257431030273,115.37540931701659,3458.6417130194604,111.5690875167568,9.038955289162677,15.481187343597412,15.845703125,14.2540864944458,15.8671875,0.008818626403808594,0.48502445220947266,0.49384307861328125,4,220,0.49384307861328125,1.0,6944,15.282660961151123,7164,15.767685413360596,1.9863471984863281,1.9863471984863281,0.0,13,0
ok,resident,9216,32,"[8, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220]",1181.9387939758599,1181.9520263671875,126.23284570872784,126.23052978515625,110.19395979431768,110.19130935668946,114.35819244384766,114.59609336853026,3434.2736210674047,110.78302003443241,9.07512585010673,15.481187343597412,15.845703125,14.2540864944458,15.8671875,0.008818626403808594,0.48502445220947266,0.49384307861328125,4,220,0.49384307861328125,1.0,6944,15.282660961151123,7164,15.767685413360596,1.9863471984863281,1.9863471984863281,0.0,14,0
ok,resident,9216,32,"[8, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220]",1199.4012356735766,1199.415283203125,112.96231811866164,112.95948791503906,111.39137411179642,111.38888193766276,114.42670440673828,115.28153305053712,3456.9261269643903,111.51374603110936,8.977556669970312,15.481187343597412,15.845703125,14.2540864944458,15.8671875,0.008818626403808594,0.48502445220947266,0.49384307861328125,4,220,0.49384307861328125,1.0,6944,15.282660961151123,7164,15.767685413360596,1.9863471984863281,1.9863471984863281,0.0,15,0
ok,resident,9216,32,"[8, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220]",1211.8806010112166,1211.8927001953125,128.65668023005128,128.6543426513672,103.74586045121153,103.7432144165039,109.94022369384766,115.28688583374023,3243.260241113603,104.6212981004388,9.639184650528005,15.481187343597412,15.845703125,14.2540864944458,15.8671875,0.008818626403808594,0.48502445220947266,0.49384307861328125,4,220,0.49384307861328125,1.0,6944,15.282660961151123,7164,15.767685413360596,1.9863471984863281,1.9863471984863281,0.0,16,0
ok,resident,9216,32,"[8, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220]",1130.8535053394735,1130.86474609375,107.35185910016298,107.34889221191406,99.38487199445565,99.38192520141601,92.63871765136719,117.49563636779786,3091.1666811443865,99.71505423046408,10.062191872146906,15.481187343597412,15.845703125,14.2540864944458,15.8671875,0.008818626403808594,0.48502445220947266,0.49384307861328125,4,220,0.49384307861328125,1.0,6944,15.282660961151123,7164,15.767685413360596,1.9863471984863281,1.9863471984863281,0.0,17,0
ok,resident,9216,32,"[8, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220]",1134.475938975811,1134.486572265625,123.97201079875231,123.96953582763672,109.21954487760861,109.21681849161784,114.40676879882812,115.22112960815429,3402.774353977293,109.7669146444288,9.156098976429604,15.481187343597412,15.845703125,14.2540864944458,15.8671875,0.008818626403808594,0.48502445220947266,0.49384307861328125,4,220,0.49384307861328125,1.0,6944,15.282660961151123,7164,15.767685413360596,1.9863471984863281,1.9863471984863281,0.0,18,0
ok,resident,9216,32,"[8, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220]",1198.9703956060112,1198.9835205078125,97.13396802544594,97.12934112548828,111.30315038996439,111.30074640909831,114.40881729125977,114.90809020996093,3438.5060761123896,110.91955084233514,8.984665712163228,15.481187343597412,15.845703125,14.2540864944458,15.8671875,0.008818626403808594,0.48502445220947266,0.49384307861328125,4,220,0.49384307861328125,1.0,6944,15.282660961151123,7164,15.767685413360596,1.9863471984863281,1.9863471984863281,0.0,19,0
ok,resident,9216,32,"[8, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220, 16, 15, 15, 4, 220]",1208.3872468210757,1208.3978271484375,128.25132394209504,128.24893188476562,109.17489520894985,109.17226791381836,114.36075210571289,115.12503929138184,3405.734558124095,109.86240510077727,9.159835360289572,15.481187343597412,15.845703125,14.2540864944458,15.8671875,0.008818626403808594,0.48502445220947266,0.49384307861328125,4,220,0.49384307861328125,1.0,6944,15.282660961151123,7164,15.767685413360596,1.9863471984863281,1.9863471984863281,0.0,20,0
